labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
LVA_Transport Equipment,LVA_Transport Equipment,utility,True,,492842.0590561285,277406.528290754,0.289999876285105,0,USD,Latvia,LVA
LVA_Other Manufacturing,LVA_Other Manufacturing,manufacturing,True,,399567.06702603947,203905.64799074785,0.3104846420969102,0,USD,Latvia,LVA
LVA_Recycling,LVA_Recycling,utility,True,,78205.14799526495,29700.02956450808,0.594608741876844,0,USD,Latvia,LVA
"LVA_Electricity, Gas and Water","LVA_Electricity, Gas and Water",utility,True,,2880249.063224389,1661711.4257790411,0.0216721366701768,0,USD,Latvia,LVA
LVA_Construction,LVA_Construction,construction,True,,4463818.476835522,2364555.4439455764,0.0306727295790507,0,USD,Latvia,LVA
LVA_Maintenance and Repair,LVA_Maintenance and Repair,construction,True,,1067187.6739731955,410846.7153373205,0.0491092974825634,0,USD,Latvia,LVA
LVA_Wholesale Trade,LVA_Wholesale Trade,trade,True,,4137434.9964446826,476330.7016546116,0.0796219944656887,0,USD,Latvia,LVA
LVA_Retail Trade,LVA_Retail Trade,trade,True,,2490557.186354275,1797088.821196885,0.1459542011799769,0,USD,Latvia,LVA
LVA_Hotels and Restraurants,LVA_Hotels and Restraurants,service,True,,1329871.4745841464,1033346.5964977732,0.1729212528573738,0,USD,Latvia,LVA
LVA_Transport,LVA_Transport,construction,True,,6798166.548343336,1675206.943171359,0.1215915844093915,0,USD,Latvia,LVA
LVA_Post and Telecommunications,LVA_Post and Telecommunications,service,True,,1831101.03646659,414546.1618273138,0.1232732041825789,0,USD,Latvia,LVA
LVA_Finacial Intermediation and Business Activities,LVA_Finacial Intermediation and Business Activities,service,True,,7405977.362362443,1529920.6579940778,0.151060188332991,0,USD,Latvia,LVA
LVA_Public Administration,LVA_Public Administration,service,True,,2358779.6253841976,1920261.8496042364,0.1858407147537413,0,USD,Latvia,LVA
"LVA_Education, Health and Other Services","LVA_Education, Health and Other Services",service,True,,5409208.540644173,4092225.316382138,0.1277269802672008,0,USD,Latvia,LVA
LVA_Private Households,LVA_Private Households,service,True,,16673.954751835787,3051.0348381564654,0.8160782667459965,0,USD,Latvia,LVA
LVA_Others,LVA_Others,service,True,,318614.9017303849,48454.45001638687,0.0308234758658834,0,USD,Latvia,LVA
LVA_Re-export & Re-import,LVA_Re-export & Re-import,imports,True,,171294.14112725016,12106.839276307956,0.9293095937203562,0,USD,Latvia,LVA
LBN_Agriculture,LBN_Agriculture,agriculture,True,,2168005.931376328,1021202.33772435,0.3042699328194203,0,USD,Lebanon,LBN
LBN_Fishing,LBN_Fishing,agriculture,True,,86642.55994450583,21059.93214085681,0.1886918279436834,0,USD,Lebanon,LBN
LBN_Mining and Quarrying,LBN_Mining and Quarrying,mining,True,,710836.7554610797,34571.58225328497,0.2717364736049726,0,USD,Lebanon,LBN
LBN_Food & Beverages,LBN_Food & Beverages,agriculture,True,,3017831.658133175,1919868.1962898343,0.2276565357563174,0,USD,Lebanon,LBN
LBN_Textiles and Wearing Apparel,LBN_Textiles and Wearing Apparel,manufacturing,True,,850187.4322538231,587287.0196536399,0.1824195980479748,0,USD,Lebanon,LBN
LBN_Wood and Paper,LBN_Wood and Paper,manufacturing,True,,1855703.8188323271,148492.95663324365,0.4497825025839934,0,USD,Lebanon,LBN
"LBN_Petroleum, Chemical and Non-Metallic Mineral Products","LBN_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,4337820.024898604,877136.0752322699,0.2811613213632188,0,USD,Lebanon,LBN
LBN_Metal Products,LBN_Metal Products,manufacturing,True,,1717059.74440486,94701.06138205672,0.3060365662203199,0,USD,Lebanon,LBN
LBN_Electrical and Machinery,LBN_Electrical and Machinery,utility,True,,4812037.80120562,2175208.109174738,0.2691159902705722,0,USD,Lebanon,LBN
LBN_Transport Equipment,LBN_Transport Equipment,utility,True,,1677323.3117420415,1093511.0493364374,0.0788499482060166,0,USD,Lebanon,LBN
LBN_Other Manufacturing,LBN_Other Manufacturing,manufacturing,True,,956387.91954576,613053.8116076282,0.2009866466992064,0,USD,Lebanon,LBN
LBN_Recycling,LBN_Recycling,utility,True,,174169.06483449513,99366.30729219817,0.3555053295137966,0,USD,Lebanon,LBN
"LBN_Electricity, Gas and Water","LBN_Electricity, Gas and Water",utility,True,,2887028.515431905,1277202.589607051,0.0208465256623398,0,USD,Lebanon,LBN
LBN_Construction,LBN_Construction,construction,True,,5053382.448976044,4131175.134008781,0.0545177672517318,0,USD,Lebanon,LBN
LBN_Maintenance and Repair,LBN_Maintenance and Repair,construction,True,,232303.5299524648,134501.01392270223,0.3310755304299514,0,USD,Lebanon,LBN
LBN_Wholesale Trade,LBN_Wholesale Trade,trade,True,,4388025.249533385,2779610.395083443,0.0649735932354233,0,USD,Lebanon,LBN
LBN_Retail Trade,LBN_Retail Trade,trade,True,,4513756.847716665,4130422.747639382,0.0424926112345434,0,USD,Lebanon,LBN
LBN_Hotels and Restraurants,LBN_Hotels and Restraurants,service,True,,3223302.756035749,2912760.8667577244,0.0392858291533139,0,USD,Lebanon,LBN
LBN_Transport,LBN_Transport,construction,True,,3499487.476100442,1227097.0069754163,0.1853663923032168,0,USD,Lebanon,LBN
LBN_Post and Telecommunications,LBN_Post and Telecommunications,service,True,,2871058.329700715,1463266.8849868218,0.0694921325491463,0,USD,Lebanon,LBN
LBN_Finacial Intermediation and Business Activities,LBN_Finacial Intermediation and Business Activities,service,True,,19446876.50780988,11823999.283250956,0.0221106176257277,0,USD,Lebanon,LBN
LBN_Public Administration,LBN_Public Administration,service,True,,6341927.09840262,5766151.400300968,0.0826525327409832,0,USD,Lebanon,LBN
"LBN_Education, Health and Other Services","LBN_Education, Health and Other Services",service,True,,10046077.022474991,9110693.765168916,0.0455236757823905,0,USD,Lebanon,LBN
LBN_Private Households,LBN_Private Households,service,True,,156546.94973334347,104313.20240478365,0.32598366075791,0,USD,Lebanon,LBN
LBN_Others,LBN_Others,service,True,,235693.4867735037,130736.33917782796,0.1029174237597252,0,USD,Lebanon,LBN
LBN_Re-export & Re-import,LBN_Re-export & Re-import,imports,True,,33103.357761472784,2904.242005207622,0.9120382285027128,0,USD,Lebanon,LBN
LSO_Agriculture,LSO_Agriculture,agriculture,True,,170829.09360339426,10759.879848546036,0.1347155261929639,0,USD,Lesotho,LSO
LSO_Fishing,LSO_Fishing,agriculture,True,,20887.391895584115,745.954970459552,0.3159731116798706,0,USD,Lesotho,LSO
LSO_Mining and Quarrying,LSO_Mining and Quarrying,mining,True,,140712.2224330393,5403.596488364503,0.2913928820873188,0,USD,Lesotho,LSO
LSO_Food & Beverages,LSO_Food & Beverages,agriculture,True,,185158.75586104344,66605.27151470221,0.1996103385306739,0,USD,Lesotho,LSO
LSO_Textiles and Wearing Apparel,LSO_Textiles and Wearing Apparel,manufacturing,True,,113008.79470237652,73403.45940146082,0.2574492791604285,0,USD,Lesotho,LSO
LSO_Wood and Paper,LSO_Wood and Paper,manufacturing,True,,131081.45547612332,4575.808456171117,0.1119788989497894,0,USD,Lesotho,LSO
"LSO_Petroleum, Chemical and Non-Metallic Mineral Products","LSO_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,279287.8234681882,23327.68763907588,0.1118047808184135,0,USD,Lesotho,LSO
LSO_Metal Products,LSO_Metal Products,manufacturing,True,,130665.43257213826,2273.15110224736,0.0979457096644529,0,USD,Lesotho,LSO
LSO_Electrical and Machinery,LSO_Electrical and Machinery,utility,True,,288008.0855555617,73282.42056495114,0.1499452521629952,0,USD,Lesotho,LSO
LSO_Transport Equipment,LSO_Transport Equipment,utility,True,,131077.90901798505,39531.07099835271,0.2142158825540917,0,USD,Lesotho,LSO
LSO_Other Manufacturing,LSO_Other Manufacturing,manufacturing,True,,53857.63411190946,9000.003442948826,0.2287590211512136,0,USD,Lesotho,LSO
LSO_Recycling,LSO_Recycling,utility,True,,25009.08063700686,12214.746538843128,0.4251858547502529,0,USD,Lesotho,LSO
"LSO_Electricity, Gas and Water","LSO_Electricity, Gas and Water",utility,True,,230660.1804094744,79003.94513245365,0.1710413701228527,0,USD,Lesotho,LSO
LSO_Construction,LSO_Construction,construction,True,,397835.9993705058,199953.78057659767,0.1517483488709739,0,USD,Lesotho,LSO
LSO_Maintenance and Repair,LSO_Maintenance and Repair,construction,True,,27687.12205571584,5407.988417341762,0.657218192225129,0,USD,Lesotho,LSO
LSO_Wholesale Trade,LSO_Wholesale Trade,trade,True,,274646.4442050494,87951.1319093973,0.2353872448222435,0,USD,Lesotho,LSO
LSO_Retail Trade,LSO_Retail Trade,trade,True,,220071.20476390544,144552.10917802632,0.261826731555794,0,USD,Lesotho,LSO
LSO_Hotels and Restraurants,LSO_Hotels and Restraurants,service,True,,178433.7714515532,94503.95749717476,0.3202645222734334,0,USD,Lesotho,LSO
LSO_Transport,LSO_Transport,construction,True,,210188.0922506039,35135.53551113709,0.3777057789687336,0,USD,Lesotho,LSO
LSO_Post and Telecommunications,LSO_Post and Telecommunications,service,True,,163875.71960398016,30921.40345601609,0.3701835119050205,0,USD,Lesotho,LSO
LSO_Finacial Intermediation and Business Activities,LSO_Finacial Intermediation and Business Activities,service,True,,766740.5376495261,250749.4977165727,0.0648676988560207,0,USD,Lesotho,LSO
LSO_Public Administration,LSO_Public Administration,service,True,,470458.8223423176,395781.9775774651,0.1325038843835179,0,USD,Lesotho,LSO
"LSO_Education, Health and Other Services","LSO_Education, Health and Other Services",service,True,,461441.86170875066,357922.0616879096,0.150863979826304,0,USD,Lesotho,LSO
LSO_Private Households,LSO_Private Households,service,True,,22537.414027657946,5464.936908572158,0.7311032950304315,0,USD,Lesotho,LSO
LSO_Others,LSO_Others,service,True,,25797.289126397307,2483.5502270334955,0.2304048331683705,0,USD,Lesotho,LSO
LSO_Re-export & Re-import,LSO_Re-export & Re-import,imports,True,,18396.05934553713,3287.574588587838,0.8174991837911023,0,USD,Lesotho,LSO
LBR_Agriculture,LBR_Agriculture,agriculture,True,,929332.5954155944,428573.3529160683,0.5158028697951366,0,USD,Liberia,LBR
LBR_Fishing,LBR_Fishing,agriculture,True,,27021.18502061194,2207.8625225839646,0.4091731269962487,0,USD,Liberia,LBR
LBR_Mining and Quarrying,LBR_Mining and Quarrying,mining,True,,41744.088129364514,-5517.446378535143,0.0213005988331659,0,USD,Liberia,LBR
LBR_Food & Beverages,LBR_Food & Beverages,agriculture,True,,83145.28313527921,38910.93687263312,0.0073972836155431,0,USD,Liberia,LBR
LBR_Textiles and Wearing Apparel,LBR_Textiles and Wearing Apparel,manufacturing,True,,23627.26057823649,4665.086747209706,0.0149902780668976,0,USD,Liberia,LBR
LBR_Wood and Paper,LBR_Wood and Paper,manufacturing,True,,65036.57632683652,861.6570805708526,0.0107766525523032,0,USD,Liberia,LBR
"LBR_Petroleum, Chemical and Non-Metallic Mineral Products","LBR_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,138948.36355213542,18369.862845927026,0.0086594691326269,0,USD,Liberia,LBR
LBR_Metal Products,LBR_Metal Products,manufacturing,True,,68707.87086905482,-5672.947065592071,0.0100746075361028,0,USD,Liberia,LBR
LBR_Electrical and Machinery,LBR_Electrical and Machinery,utility,True,,127408.22807584728,7783.869478804229,0.0079386913649026,0,USD,Liberia,LBR
LBR_Transport Equipment,LBR_Transport Equipment,utility,True,,64889.54766972408,31951.18233020166,0.1513507367089362,0,USD,Liberia,LBR
LBR_Other Manufacturing,LBR_Other Manufacturing,manufacturing,True,,30965.54672803305,3491.686522120468,0.01120193242377,0,USD,Liberia,LBR
LBR_Recycling,LBR_Recycling,utility,True,,4836.404681005088,-3486.1142417567166,0.2239263209332478,0,USD,Liberia,LBR
"LBR_Electricity, Gas and Water","LBR_Electricity, Gas and Water",utility,True,,69443.56039756056,20968.70960862337,0.0042053119866749,0,USD,Liberia,LBR
LBR_Construction,LBR_Construction,construction,True,,107815.77908122152,30516.300005211662,0.0174882105762029,0,USD,Liberia,LBR
LBR_Maintenance and Repair,LBR_Maintenance and Repair,construction,True,,10005.614366043392,3727.632905934683,0.1471161466210689,0,USD,Liberia,LBR
LBR_Wholesale Trade,LBR_Wholesale Trade,trade,True,,119587.2215456862,36511.925973333055,0.0307135198550421,0,USD,Liberia,LBR
LBR_Retail Trade,LBR_Retail Trade,trade,True,,113319.12183499344,96851.18329815932,0.0157878511134176,0,USD,Liberia,LBR
LBR_Hotels and Restraurants,LBR_Hotels and Restraurants,service,True,,100774.6524525001,86522.65185278397,0.0347625626827874,0,USD,Liberia,LBR
LBR_Transport,LBR_Transport,construction,True,,109164.83277552578,50021.14664700703,0.0928640364462824,0,USD,Liberia,LBR
LBR_Post and Telecommunications,LBR_Post and Telecommunications,service,True,,121355.27840911783,42564.43396608864,0.0197613282295342,0,USD,Liberia,LBR
LBR_Finacial Intermediation and Business Activities,LBR_Finacial Intermediation and Business Activities,service,True,,545877.5617793094,102719.56510797326,0.000463837677281,0,USD,Liberia,LBR
LBR_Public Administration,LBR_Public Administration,service,True,,228803.99218331088,225045.0257315249,0.00784274198043,0,USD,Liberia,LBR
"LBR_Education, Health and Other Services","LBR_Education, Health and Other Services",service,True,,289071.0896535274,257330.2892884121,0.0078961306883063,0,USD,Liberia,LBR
LBR_Private Households,LBR_Private Households,service,True,,6526.687925495167,4624.028960839733,0.2258743531917206,0,USD,Liberia,LBR
LBR_Others,LBR_Others,service,True,,18631.050927665205,3579.223534053773,0.0141943942742789,0,USD,Liberia,LBR
LBR_Re-export & Re-import,LBR_Re-export & Re-import,imports,True,,2043.7463356863527,669.8872267721837,0.6551765243725747,0,USD,Liberia,LBR
LBY_Agriculture,LBY_Agriculture,agriculture,True,,667082.9142017072,76358.33742409696,0.0001384882982936,0,USD,Libya,LBY
LBY_Fishing,LBY_Fishing,agriculture,True,,42980.25374292439,8451.423921527732,0.0027201412093999,0,USD,Libya,LBY
LBY_Mining and Quarrying,LBY_Mining and Quarrying,mining,True,,4365950.753164441,387792.9343559576,0.8720247561684042,0,USD,Libya,LBY
LBY_Food & Beverages,LBY_Food & Beverages,agriculture,True,,1191573.2694211777,412933.6119931509,5.921704677076392e-05,0,USD,Libya,LBY
LBY_Textiles and Wearing Apparel,LBY_Textiles and Wearing Apparel,manufacturing,True,,287573.3761751874,97221.37738603294,0.0002424354892725,0,USD,Libya,LBY
LBY_Wood and Paper,LBY_Wood and Paper,manufacturing,True,,925037.2391243596,38330.77265507604,3.960099564749202e-05,0,USD,Libya,LBY
"LBY_Petroleum, Chemical and Non-Metallic Mineral Products","LBY_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,2173768.3693660013,267712.8144602124,0.0035924743493129,0,USD,Libya,LBY
LBY_Metal Products,LBY_Metal Products,manufacturing,True,,1016718.7174605196,56705.57737786988,0.0003851253310528,0,USD,Libya,LBY
LBY_Electrical and Machinery,LBY_Electrical and Machinery,utility,True,,2590776.487666012,901500.2592681664,2.135665817403031e-05,0,USD,Libya,LBY
LBY_Transport Equipment,LBY_Transport Equipment,utility,True,,1247323.8429434767,640172.8433214199,2.9681294287322124e-05,0,USD,Libya,LBY
LBY_Other Manufacturing,LBY_Other Manufacturing,manufacturing,True,,383742.448487838,125660.44089192495,0.0001001382030192,0,USD,Libya,LBY
LBY_Recycling,LBY_Recycling,utility,True,,128682.93538527693,102242.54461570267,0.0008825037425063,0,USD,Libya,LBY
"LBY_Electricity, Gas and Water","LBY_Electricity, Gas and Water",utility,True,,5141372.408155804,3896067.064191984,0.0666408301389928,0,USD,Libya,LBY
LBY_Construction,LBY_Construction,construction,True,,2282110.60334864,1410927.710965938,6.551077273893695e-05,0,USD,Libya,LBY
LBY_Maintenance and Repair,LBY_Maintenance and Repair,construction,True,,75906.2754432466,30420.92878746359,0.0031166353835912,0,USD,Libya,LBY
LBY_Wholesale Trade,LBY_Wholesale Trade,trade,True,,1651435.6690081446,418053.4910346559,0.0005319518577537,0,USD,Libya,LBY
LBY_Retail Trade,LBY_Retail Trade,trade,True,,1001813.011656304,632383.059475248,0.0002392275577054,0,USD,Libya,LBY
LBY_Hotels and Restraurants,LBY_Hotels and Restraurants,service,True,,965296.7294227864,578947.87822291,0.0012869352687235,0,USD,Libya,LBY
LBY_Transport,LBY_Transport,construction,True,,1419545.314270874,255055.8049890484,0.001898982769435,0,USD,Libya,LBY
LBY_Post and Telecommunications,LBY_Post and Telecommunications,service,True,,1489430.6417268645,214970.8524742945,0.0003970599448559,0,USD,Libya,LBY
LBY_Finacial Intermediation and Business Activities,LBY_Finacial Intermediation and Business Activities,service,True,,8823295.733375173,1062179.9927428537,2.1740069467190203e-06,0,USD,Libya,LBY
LBY_Public Administration,LBY_Public Administration,service,True,,4683079.966772116,4639890.463255533,1.2030901667835346e-05,0,USD,Libya,LBY
"LBY_Education, Health and Other Services","LBY_Education, Health and Other Services",service,True,,4303498.217643761,3383818.87159794,7.205334477731252e-05,0,USD,Libya,LBY
LBY_Private Households,LBY_Private Households,service,True,,48300.03667733744,42807.11785211055,0.0037936317409232,0,USD,Libya,LBY
LBY_Others,LBY_Others,service,True,,129393.10632837388,19151.70705741793,0.0003460010585285,0,USD,Libya,LBY
LBY_Re-export & Re-import,LBY_Re-export & Re-import,imports,True,,1375.5935504520169,356.41495998279976,0.7153417156876539,0,USD,Libya,LBY
LIE_Agriculture,LIE_Agriculture,agriculture,True,,339037.53156119987,24403.48347466683,0.2393814022235571,0,USD,Liechtenstein,LIE
LIE_Fishing,LIE_Fishing,agriculture,True,,106016.68211822146,7811.920706630105,0.8477260340723737,0,USD,Liechtenstein,LIE
LIE_Mining and Quarrying,LIE_Mining and Quarrying,mining,True,,230285.0990762833,8290.89698245499,0.3534162074936021,0,USD,Liechtenstein,LIE
LIE_Food & Beverages,LIE_Food & Beverages,agriculture,True,,752507.9334375376,294947.28682861675,0.240771918211225,0,USD,Liechtenstein,LIE
LIE_Textiles and Wearing Apparel,LIE_Textiles and Wearing Apparel,manufacturing,True,,289864.9482271116,39451.15823113853,0.5854419455470407,0,USD,Liechtenstein,LIE
LIE_Wood and Paper,LIE_Wood and Paper,manufacturing,True,,554996.9026024058,33010.94464583495,0.2901011148055237,0,USD,Liechtenstein,LIE
"LIE_Petroleum, Chemical and Non-Metallic Mineral Products","LIE_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,1209442.124904492,155840.8904228245,0.1476564439805442,0,USD,Liechtenstein,LIE
LIE_Metal Products,LIE_Metal Products,manufacturing,True,,611176.8354748236,24540.40428701,0.2630522240210772,0,USD,Liechtenstein,LIE
LIE_Electrical and Machinery,LIE_Electrical and Machinery,utility,True,,1357110.0319571,436785.6789661311,0.1252910252330551,0,USD,Liechtenstein,LIE
LIE_Transport Equipment,LIE_Transport Equipment,utility,True,,643129.0496447021,189104.19055539093,0.274958473497663,0,USD,Liechtenstein,LIE
LIE_Other Manufacturing,LIE_Other Manufacturing,manufacturing,True,,300581.9007404266,47401.91527666178,0.5616307536079788,0,USD,Liechtenstein,LIE
